source_table,target_table,table_confidence,source_column,best_match_column,column_confidence
action_tracker,corrective_actions,0.9426,action_tracker.action_id,corrective_actions.action_ref,0.9313
action_tracker,corrective_actions,0.9426,action_tracker.incident_id,corrective_actions.action_ref,0.8773
action_tracker,corrective_actions,0.9426,action_tracker.action_item,corrective_actions.corrective_step,1.0
action_tracker,corrective_actions,0.9426,action_tracker.owner,corrective_actions.responsible_person,1.0
action_tracker,corrective_actions,0.9426,action_tracker.due_date,corrective_actions.target_date,1.0
action_tracker,corrective_actions,0.9426,action_tracker.action_status,corrective_actions.responsible_person,0.8469
trainings,safety_courses,0.8215,trainings.training_id,safety_courses.course_id,0.75
trainings,safety_courses,0.8215,trainings.employee_id,employee_info.emp_code,0.75
trainings,safety_courses,0.8215,trainings.training_title,safety_courses.course_name,0.75
trainings,safety_courses,0.8215,trainings.completion_date,corrective_actions.target_date,0.8729
trainings,safety_courses,0.8215,trainings.status,corrective_actions.status,0.9844
risk_register,hazard_assessment,0.7353,risk_register.risk_id,hazard_assessment.hazard_id,0.6872
risk_register,hazard_assessment,0.7353,risk_register.assessment_date,hazard_assessment.eval_date,0.75
risk_register,hazard_assessment,0.7353,risk_register.hazard_type,hazard_assessment.hazard_category,0.75
risk_register,hazard_assessment,0.7353,risk_register.hazard_description,hazard_assessment.hazard_desc,0.7392
risk_register,hazard_assessment,0.7353,risk_register.risk_rating,hazard_assessment.score,0.75
employees,employee_info,0.7316,employees.employee_id,employee_info.emp_code,0.75
employees,employee_info,0.7316,employees.full_name,employee_info.emp_name,0.7287
employees,employee_info,0.7316,employees.department,employee_info.dept,0.7098
employees,employee_info,0.7316,employees.job_title,employee_info.dept,0.7194
employees,employee_info,0.7316,employees.email,employee_info.email_address,0.75
incidents,incident_master,0.7236,incidents.incident_id,incident_master.inc_id,0.7298
incidents,incident_master,0.7236,incidents.incident_date,incident_master.inc_date,0.75
incidents,incident_master,0.7236,incidents.incident_category,incident_master.inc_type,0.7121
incidents,incident_master,0.7236,incidents.site_location,incident_master.plant_location,0.7039
incidents,incident_master,0.7236,incidents.severity,hazard_assessment.hazard_category,0.708
incidents,incident_master,0.7236,incidents.description,incident_master.inc_details,0.7443
incidents,incident_master,0.7236,incidents.reported_by,incident_master.created_by,0.717
